"Titanic";"Tim Vicary";"1999";"Ngôn ngữ";"Sách giấy";"Tiếng Anh";"The book was the most famous ship in history. But what really happened to it on that terrible April night in the North Atlantic? Why did it hit an iceberg? Why did it sink? Why did more than one thousand people died? This book looks at the true story and gives some of the answers";"titan.jpg";"1"
"Sapiens: Lược sử loài người";"Yval Noah Harari";"2018";"Sử - Địa";"Sách giấy";"Tiếng Việt";"Cuốn sách nói bao quát về lịch sử tiến hóa của loài người từ thời cổ xưa trong thời kỳ đồ đá cho đến thế kỷ XXI, tập trung vào loài Homo sapiens. ";"sapie.jpg";"3"
"Sáu chiếc nón tư duy";"Edward De Bono";"2008";"Triết học";"Sách giấy";"Tiếng Việt";"6 chiếc mũ tư duy là một công cụ trợ giúp tư duy được TS. Edward de Bono phát kiến năm 1980 và giới thiệu trong cuốn “6 Thinking Hats”";"sauch.jpg";"4"
"Lối sống tối giản của người Nhật";"Sasaki Fumio";"2018";"Kỹ thuật";"Sách giấy";"Tiếng Việt";"Cuốn sách Lối sống tối giản của người Nhật có tựa đề tiếng Anh là “Goodbye, Things” (Tạm biệt đồ đạc) của tác giả Fumio Sasaki sẽ giúp chúng ta hiểu hơn về lối sống tối giản là gì, làm cách nào ngưng mưa sắm, tối giản không chỉ đồ đạc mà còn nhiều khía cạnh khác của cuộc sống.";"loiso.jpg";"3"
"Đến Nhật Bản học về cuộc đời";"Lê Nguyễn Nhật Linh";"2016";"Văn học,Nhật Bản";"Sách giấy";"Tiếng Việt";"Đến Nhật Bản học về cuộc đời là một quyển sách kì lạ. Vì trước khi là một quyển sách vạn bản, đó là quyển nhật ký 368 ngày sống ở Nhật của một cô gái nhỏ.";"dennh.jpg";"2"
"Một phương pháp xây dựng mô hình ước lượng công thực hiện phần mềm bằng lập trình di truyền";"Nguyễn Minh Huy";"2009";"Tổng hợp,KHMT";"Luận án/Luận văn";"Tiếng Việt";"";"luanv.jpg";"1"
"The Fault in Our Stars";"John Green";"2012";"Văn học";"Sách giấy";"Tiếng Anh";"The Fault in Our Stars is a novel by John Green. It is his fourth solo novel, and sixth novel overall. The title is inspired by Act 1, Scene 2 of Shakespeare's play Julius Caesar";"thefa.jpg";"3"
"Khi lỗi thuộc về những vì sao";"John Green";"2016";"Văn học";"Sách giấy";"Tiếng Việt";"Sâu sắc, táo bạo, ngang tàng, và thô ráp, Khi lỗi thuộc về những vì sao là tác phẩm thương tâm và tham vọng nhất của John Green, tác giả của những giải thưởng, nhưng đồng thời lại khám phá một cách khéo léo nét hài hước, li kỳ, và bi thảm của việc sống và việc yêu.";"khilo.jpg";"3"
"Cùng chơi nhé, Mẹ ơi! Let’s Play, Mom!";"Shelley Admont";"2023";"Văn học";"Ebook";"Tiếng Việt";"Một câu chuyện cảm động được kể bởi một em bé lớp một, cô bé đã tìm ra cách để làm mẹ vui và khiến mẹ cười. Không gì quý giá hơn thời gian chúng ta ở bên nhau. Câu chuyện trẻ em này gửi tới thông điệp cho cả trẻ nhỏ và cha mẹ, dạy trẻ biết cảm thông và sáng tạo, nhắc nhở cha mẹ về tầm quan trọng của việc dành thời gian chất lượng bên con cái.";"cungc.jpg";"1"
"Ngủ Ngon, Con Yêu! Goodnight, My Love!";"Shelley Admont";"2023";"Văn học";"Ebook";"Tiếng Việt";"Alex thấy khó ngủ, vì thế cậu bắt đầu lấy các lý do. Sau khi đọc truyện trước giờ ngủ, bố cậu đề nghị lên kế hoạch cho một giấc mơ mà cậu muốn có khi ngủ say. Hãy xem trí tưởng tượng đưa hai bố con đến đâu khi cả hai cùng nhau lên kế hoạch cho giấc mơ nhé.Câu chuyện này sẽ giúp trẻ cảm thấy thư giãn và được yêu thương, giúp trẻ sẵn sàng cho một đêm bình an, ngon giấc.";"ngung.jpg";"1"
"Tác động tình trạng cuộc sống đến nỗ lực ở lại của lao động nhập cư ở TP.HCM";"Nguyễn Thị Thu Trang ";"2019";"Xã hội";"Báo cáo khoa học";"Tiếng Việt";"Báo cáo khoa học của Trường Đại học Kinh tế - Luật, ĐHQG-HCM";"baoca.jpg";"1"
"Public administration in America";"Michael E. Milakovich";"2007";"Xã hội";"Sách giấy";"Tiếng Anh";"As the most widely used text for the introductory public administration course, PUBLIC ADMINISTRATION IN AMERICA offers a comprehensive and inspiring overview of the themes, trends, ethics, and challenges of studying and participating in public administration. ";"publi.jpg";"1"
"Từ điển tôn giáo";"Marguerite-Marie Thiollier";"2001";"Tôn giáo";"Sách giấy";"Tiếng Việt";"Trong cuốn từ điển này, người đọc sẽ tìm thấy những nguyên lý của các tôn giáo với nguồn gốc, học thuyết, các thần linh, các tập tục, các vật thờ cúng. Bên cạnh đó cuốn sách còn cung cấp cho bạn đọc các thông tin về tiểu sử của những nhà sáng lập lớn với dòng và các phái tôn giáo; những sự kiện tôn giáo gắn liền với các hệ thống triết học, giải thích thuật ngữ tôn giáo.";"tudie.jpg";"1"
"Bí ẩn của cái chảo";"Hervé This";"2015";"Kỹ thuật";"Sách giấy";"Tiếng Việt";"Động lực thúc đẩy giáo sư Hervé This tìm kiếm những giải đáp mang tính khoa học cho những bí quyết ấy, và khai phá một lĩnh vực mới cho ẩm thực: Ẩm thực phân tử, ngành khoa học nghiên cứu về những quá trình hóa lý xảy ra khi nấu ăn dưới góc nhìn của khoa học. Từ đó nâng những sáng tạo ẩm thực lên một tầm cao mới, không còn hoàn toàn dựa vào kinh nghiệm mà được trang bị một công cụ hỗ trợ tuyệt vời: khoa học.";"bianc.jpg";"1"
"Món ăn có ích cho người bệnh thận";"Đinh Công Bảy";"2013";"Kỹ thuật,Thực phẩm";"Sách giấy";"Tiếng Việt";"Sách gồm các món ăn có ích cho người bệnh thận. Được chia theo từng loại bệnh riêng biệt như: Viêm cầu thận, Hội chứng thận hư, nhiễm trùng đường tiết niệu…";"monan.jpg";"1"
"Cơ thể tự chữa lành : Thanh lọc để phục hồi ";"Anthony William";"2022";"Kỹ thuật,Thực phẩm";"Sách giấy";"Tiếng Việt";"Lời khuyên vô giá của Anthony William về cách phòng ngừa và chống lại bệnh tật di trước hiện tại rất nhiều năm. Cuốn sách này là tác phẩm đột phá sẽ cải thiện chất lượng cuộc sống của vô số người. Ai cũng nên đọc nó. - Bác sĩ Richard Sollazzo, bác sĩ chuyên khoa ung bướu, nhà thuyết học, chuyên gia dinh dưỡng và chống lão hóa, tác giả cuốn Balance Your Health";"cotheo.jpg";"2"
"Cơ thể tự chữa lành : thực phẩm thay đổi cuộc sống - thần dược đến từ trái cây và rau củ";"Anthony William";"2021";"Kỹ thuật,Thực phẩm";"Sách giấy";"Tiếng Việt";"Đọc cuốn sách này, khai thác sức mạnh tinh thần và cảm xúc của trái cây và rau củ chính là liều thuốc hiệu nghiệm giúp ta hòa hợp với người luôn hỗ trợ tất cả chúng ta - chính là Mẹ trái đất. Niềm hy vọng và sức sống sẽ bắt đầu trở lại với chúng ta và lan tỏa. Cảm giác đó tựa như trở về mái ấm thiên đường trên mặt đất vậy.";"cothet.jpg";"2"
"Israel đã kiến tạo tương lai như thế nào? ";"Shlomo Shoham";"2018";"Xã hội";"Sách giấy";"Tiếng Việt";"Cuốn sách đặt ra câu hỏi: Làm sao để có thể dung hòa được các quyền lợi của thế hệ chúng ta và thế hệ mai sau, làm cách nào để chúng ta có thể đo đếm và bảo vệ một tương lai còn chưa biết tới?";"israe.jpg";"2"
"Picasso và bức tranh khiến thế giới sửng sốt";"Miles J. Unger";"2022";"Nghệ thuật";"Sách giấy";"Tiếng Việt";"Người ta thường biết đến một Picasso đầy tài năng và có phần kiêu ngạo – người hiểu rõ sức mạnh nghệ thuật và sự quyến rũ của bản thân; nhưng có lẽ ít ai hiểu rõ những khía cạnh nhạy cảm, phức tạp, những góc tối ẩn giấu sâu trong tâm hồn ông. Để đến được với Những cô nàng ở Avignon, cuốn sách dẫn ta quay ngược thời gian khám phá cuộc sống luôn nằm giữa hai thái cực và những mâu thuẫn của người họa sĩ – tuổi thơ bao bọc bên gia đình nhưng trưởng thành sớm vì áp lực; đời sống lãng tử thỏa mãn tinh thần mà túng thiếu về vật chất; luôn quan sát ít nói nhưng ánh mắt toát ra năng lượng thu hút lôi cuốn; tình bạn song hành với sự cạnh tranh cùng những tài năng đương thời; thờ ơ trước danh tiếng nhưng luôn tin sứ mệnh của mình là người dẫn đầu làn sóng Tiên phong; sức kiến tạo tột bậc bung ra khi lật đổ và hủy diệt các quy tắc nền tảng – rồi từ đó trả lời được câu hỏi rằng liệu sự thỏa hiệp của một thiên tài – liệu một Picasso khác – có mang lại điều gì sửng sốt hay không?";"picas.jpg";"1"
"Lược sử thời gian";"Stephen Hawking";"2012";"Tự nhiên";"Sách giấy";"Tiếng Việt";"Bằng ngôn ngữ sáng sủa, lập luận chặt chẽ rất thuyết phục, và sự dí dỏm rất riêng, tác giả Stephen Hawking đặt ra cho mình nhiệm vụ diễn tả những điều phức tạp nhất trong vật lý học một cách dễ hiểu đối với mọi người, không dùng bất kỳ công thức toán học nào, trừ phương trình nổi tiếng của Einstein: E = mc2";"luocs.jpg";"3"
"The almighty chance";"Ya. B. Zeldovich";"1990";"Tự nhiên";"Sách giấy";"Tiếng Anh";"This book takes a new look at the problem of structure formation in random media, qualitative physical representation of modern conceptions, intermittency, fractals, percolation and many examples from different fields of science.";"theal.jpg";"1"
"Flat and curved space-times";"George F. R. Ellis";"1988";"Tự nhiên";"Sách giấy";"Tiếng Anh";"The present book explains special relativity and the basics of general relativity from a geometric viewpoint. Space-time geometry is emphasised throughout, and provides the basis of understanding of the special relativity effects of time dilation, length contraction, and the relativity ofsimultaneity.";"flata.jpg";"1"
"Archaeology : Discovering our past";"Robert J. Sharer";"1993";"Sử - Địa";"Sách giấy";"Tiếng Anh";"This introductory text surveys the techniques, methods and theoretical frameworks of contemporary archaeology. Coverage of method and theory resides in the context of an ideal research plan to explain what archaeologists do, how they conduct research, and how they use the results to construct our past.";"archa.jpg";"1"
"Archaeological theory : an introduction";"Matthew Johnson";"2019";"Sử - Địa";"Sách giấy";"Tiếng Anh";"A lively and accessible introduction to themes and debates in archaeological theory for students of all levels Archaeological Theory is a relatable, accessible, reader-friendly first step into the world of theory for archaeology students";"arche.jpg";"1"
"Áp dụng mạng Neural và đánh giá tính quan sát lưới điện";"Hoàng Minh Đức";"2008";"Kỹ thuật";"Luận án/Luận văn";"Tiếng Việt";"Bài toán đánh giá trạng thái trực tuyến luôn đòi hỏi phải có kết quả nhanh và tương đối chính xác nên việc sử dụng mạng Neuron trong việc phân tích tính quan sát là hữu hiệu. Luận văn này đã hướng tới việc xây dựng cấu trúc và huấn luyện mạng neuron hợp lý nhất nhằm khảo sát nhanh tính quan sát của hệ thống.";"luanv.jpg";"1"
"Nghiên cứu xác định chuyển vị của đất nền loại sét trong các giai đoạn thi công hố đào";"Phan Ngọc Anh";"2009";"Kỹ thuật";"Luận án/Luận văn";"Tiếng Việt";"Trong luận văn này, tác giả đã áp dụng phương pháp trên cho nhiều loại tường trong các điều kiện khác và đã thu được kết quả phù hợp với kết quả quan trắc thực tế; cũng như với các kết quả được trình bày trong các các ấn bản cùng lĩnh vực đã phát hành và kết quả thu được từ phân tích PTHH phi tuyến tổng quan.";"luanv.jpg";"1"
"Bắt lỗi chính tả bằng phương pháp transformer";"Nguyễn Minh Bằng";"2020";"Kỹ thuật";"Luận án/Luận văn";"Tiếng Việt";"Đề tài đã ứng dụng và kết hợp các phương pháp lĩnh vực trí tuệ nhân tạo nói chung và xử lý ngôn ngữ tự nhiên nói riêng để cho ra mô hình giúp bắt một số lỗi chính tả mức đơn giản cho tiếng Việt. Đây là hướng nghiên cứu khá mới hiện nay và có những thuận lợi, khó khăn riêng so với phương pháp truyền thống. ";"luanv.jpg";"1"
"Thiết kế máy bay trực thăng bốn chong chóng ứng dụng lau kính";"Trương Đình Quế";"2020";"Kỹ thuật";"Luận án/Luận văn";"Tiếng Việt";"Trong đề tài này tập trung nghiên cứu đối tượng chính đó là thiết kế máy bay trực thăng bốn chong chóng ứng dụng cho việc lau kính phục vụ đời sống hằng ngày. Mục đích của đề tài là thiết kế một sản phẩm đơn giản, tiết kiệm và hiệu quả cao, đồng thời hy vọng sẽ là bước tiến lớn cho phát triển công nghệ này ở Việt Nam.";"luanv.jpg";"1"
"Giải pháp xây dựng uy tín cá nhân trong lĩnh vực nghề nghiệp";"Nguyễn Võ Phi Long";"2023";"Tổng hợp";"Luận án/Luận văn";"Tiếng Việt";"";"luanv.jpg";"1"
"Trích chọn đặc trưng dựa trên tập phổ biến để phân loại văn bản";"Đỗ Hồng Vân";"2023";"Tổng hợp";"Luận án/Luận văn";"Tiếng Việt";"";"luanv.jpg";"1"
"Design of an AI-based smart classroom management system";"Tran Anh Thuan";"2021";"Tổng hợp,KHMT";"Luận án/Luận văn";"Tiếng Anh";"";"luanv.jpg";"1"
"Huyễn tưởng về trí tuệ nhân tạo = The AI delusion";"Gary Smith";"2021";"Tổng hợp,KHMT";"Sách giấy";"Tiếng Việt";"Khả năng xử lý của máy tính không liên quan đến việc liệu chúng có thể thực sự suy nghĩ như con người. Máy tính không có tư duy phản biện, chúng chỉ tuân theo lệnh lập trình sẵn. Máy tính không lập luận, đánh giá được dữ liệu là đúng hay sai. Thiếu đi trí thông minh của con người trong việc diễn giải ý nghĩa của dữ liệu, máy tính không thể đánh giá liệu các mối tương quan mà chúng tìm ra có ý nghĩa hay không, và chúng hoàn toàn có khả năng mắc những sai lầm rất lớn.";"huyen.jpg";"3"
"Trí tuệ nhân tạo = thông minh + giải thuật";"Cao Hoàng Trụ";"2014";"Tổng hợp,KHMT";"Sách giấy";"Tiếng Việt";"Giới thiệu một phương pháp luận căn bản của trí tuệ nhân tạo để tự động hóa quá trình giải quyết vấn đề; biểu diễn và suy luận tri thức, đặc biệt trong môi trường với thông tin không chắc chắn và không chính xác.";"tritu.jpg";"3"
"La région parisienne";"Pierre George";"1959";"Sử - Địa";"Sách giấy";"Tiếng Pháp";"La Région Parisienne se divise en deux parties. Elle examiner les grands caractères économiques et sociaux des diverses régions, et d'entirer l'énoncé des problèmes qui commandent leur avenir.";"lareg.jpg";"1"
"Aimez - vous la géographie?";"Armand Frémont";"2005";"Sử - Địa";"Sách giấy";"Tiếng Pháp";"La géographie est méconnue, mal aimée souvent. À l'émerveillement suscité par les grandes cartes murales de nos années de primaire a succédé un oubli presque total.";"aimez.jpg";"1"
"Giáo trình lịch sử kiến trúc thế giới";"Đặng Thái Hoàng";"2021";"Nghệ thuật";"Sách giấy";"Tiếng Việt";"Nội dung bao gồm từ chủ nghĩa Ấn tượng đến Nghệ thuật cuối thế kỷ XX, giới thiệu đến bạn đọc về kiến trúc thế giới như: Kiến trúc thế giới giai đoạn 1945-1970, kiến trúc Hậu hiện đại, kiến trúc High-Tech, kiến trúc hiện đại hậu kỳ và hiện mới, kiến trúc giải tỏa kết cấu.";"giaot.jpg";"4"
"20th Century Architecture : A Visual History";"Dennis Sharp";"1990";"Nghệ thuật";"Sách giấy";"Tiếng Anh";"The introduction sets the scene in a valuable overview that looks back to the engineering achievements of the nineteenth century, to the architect's technical inheritance and the aesthetic problems that have preoccupied architects and theorists of this century.";"twent.jpg";"2"
"Khái lược lịch sử đô thị";"Lê Thị Bảo Thư";"2021";"Nghệ thuật";"Ebook";"Tiếng Việt";"Tài liệu này là tập hợp và hệ thống hoá các sự kiện lịch sử, các câu chuyện lịch sử, các nhân bật có tầm ảnh hưởng và diễn biến trong lịch sử để góp phần giải đáp các câu hỏi vì sao trong kiến trúc và quy hoạch. Những câu chuyện lịch sử đã phổ biến nay được kể lại dưới góc độ chuyên môn kiến trúc quy hoạch sẽ làm rõ mối quan hệ giữa phương thức sản xuất với diện mạo đô thị trong từng hình thái kinh tế xã hội.";"khail.jpg";"2"
"The traditional music of Japan";"Shigeo Kishibe";"1984";"Nghệ thuật,Nhật Bản";"Sách giấy";"Tiếng Anh";"Kishibe describes Japan's disappearing traditional music in this volume. He outlines eight major genres of Japanese music: gagaku (ancient court music), shomyo (Buddhist chanting), biwa music, noh, sokyoku (koto music), shamisen music, shakuhachi music, and folk music. Includes plates with eighty-seven photos depicting traditional instruments, performers, and notations. ";"thetr.jpg";"1"
"The little SAS book : a primer : a programming approach";"Lora D. Delwiche";"2016";"Tự nhiên";"Sách giấy";"Tiếng Anh";"A classic that just keeps getting better, The Little SAS Book is essential for anyone learning SAS programming";"theli.jpg";"1"
"As level and a level : Chemistry";"Brian Ratcliff";"2004";"Tự nhiên";"Sách giấy";"Tiếng Anh";"CIE Chemistry: AS Level and A Level meets the requirements of the Cambridge International Examinations (CIE) syllabuses for AS Level and A Level Chemistry, and is endorsed by CIE. ";"aslev.jpg";"1"
"Thầy cô giáo hạnh phúc sẽ thay đổi thế giới";"Thích Nhất Hạnh";"2022";"Tôn giáo";"Sách giấy";"Tiếng Việt";"Nhiều thầy cô giáo đều cảm nhận được sự thư thái khi biết rằng có mặt hoàn toàn trong giây phút hiện tại mà không phải lúc nào cũng dự tính cho tương lai, là điều có thể làm được. Tuệ giác này giúp ta sống chậm lại và buông bỏ, tuy tiếp tục công việc giảng dạy của mình, nhưng vẫn tận hưởng sự sống và tin rằng mọi thứ đều có hướng đi.";"thayc.jpg";"3"
"Gieo trồng hạnh phúc";"Thích Nhất Hạnh";"2014";"Tôn giáo";"Sách giấy";"Tiếng Việt";"Để thưởng thức trọn vẹn những món quà mà cuộc sống ban tặng, chúng ta phải thực tập chánh niệm trong mọi lúc, mọi nơi dù đang đánh răng, chuẩn bị thức ăn sáng hay lái xe đi làm. Mỗi bước chân, mỗi hơi thở có thể là một cơ hội đem đến cho ta niềm vui và hạnh phúc. Cuộc sống đầy dẫy khổ đau. Nếu không đủ hạnh phúc, ta sẽ không chăm sóc được nỗi khổ đau và tuyệt vọng của mình. Chúng ta hãy thực tập với tinh thần nhẹ nhàng thư thái, với tâm hồn rộng mở bao la và với một trái tim sẵn sàng lắng nghe, chấp nhận.";"gieot.jpg";"3"
"Mẹ : Biểu hiện của tình thương";"Thích Nhất Hạnh";"2006";"Tôn giáo";"Sách giấy";"Tiếng Việt";"Mẹ - Biểu Hiện Của Tình Thương là lời nhắc nhở về lòng hiếu thảo, về tình thương đối với Mẹ. Bởi vì Mẹ là tất cả những ngọt ngào, êm dịu, ngọt lành để ta lớn lên tươi mát, hồn nhiên. Và hãy luôn sống bằng trái tim người Mẹ - một trái tim kim cương - để học tha thứ, để học yêu thương...";"mebie.jpg";"3"
"Đàn ông = The book of men ";"Osho";"2021";"Triết học";"Sách giấy";"Tiếng Việt";"Trong cuốn Đàn ông, tác giả sẽ phân tích các vai trò khác nhau của người đàn ông, cũng như việc họ đã định hình và ảnh hưởng lên xã hội như thế nào. Đồng thời, ông chỉ ra làm thế nào đàn ông có thể chuyển hướng nguồn năng lượng vốn đang dẫn đến bạo lực, hung hăng sang sáng tạo và tiến hoá.";"danon.jpg";"2"
"Phụ nữ = The book of women";"Osho";"2021";"Triết học";"Sách giấy";"Tiếng Việt";"Và nhận thức thì không có giới tính, nhận thức chẳng phải đàn ông cũng không phải phụ nữ. Cơ thể bạn có sự phân chia đó, tâm trí bạn cũng vậy, bởi vì tâm trí bạn là phần nội tại của cơ thể bạn, còn cơ thể bạn là vỏ ngoài của tâm trí bạn. Cơ thể và tâm trí bạn không tách rời nhau; chúng là một thực thể. ";"phunu.jpg";"2"
"Quan điểm tự do của John Stuart Mill trong tác phẩm Bàn về tự do";"Trần Ngọc Chung";"2013";"Triết học";"Luận án/Luận văn";"Tiếng Việt";"Luận văn thạc sĩ -- Trường Đại học Khoa học Xã hội và Nhân văn (Đại học Quốc gia Thành phố Hồ Chí Minh), TP. Hồ Chí Minh, 2013. ";"luanv.jpg";"1"
"Triết học chính trị của Jonh Locke với việc xây dựng nhà nước pháp quyền xã hội chủ nghĩa Việt Nam";"Nguyễn Thanh Hải";"2019";"Triết học";"Luận án/Luận văn";"Tiếng Việt";"Luận án Tiến sĩ -- Trường Đại học Khoa học Xã hội và Nhân văn (Đại học Quốc gia Thành phố Hồ Chí Minh), TP. Hồ Chí Minh, 2019. ";"luanv.jpg";"1"
"Lịch sử thánh chiến";"Jacques G. Ruelland";"2012";"Tôn giáo";"Sách giấy";"Tiếng Việt";"Không bao giờ có cuộc chiến tranh tốt đẹp cũng như không bao giờ có nền hòa bình xâu xa";"lichs.jpg";"1"
"The land question and the fight for freedom";"V.I. Lenin";"1978";"Xã hội";"Sách giấy";"Tiếng Anh";"To achieve success in the present struggle for land and freedom, the peasants must be entirely self-reliant and independent of the Cadets. ";"thela.jpg";"1"
"Agianst imperialist war";"V.I. Lenin";"1978";"Xã hội";"Sách giấy";"Tiếng Anh";"";"agian.jpg";"1"
